#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
3510902	1436	9601	107823	114966	-	-	CSF1R	PDIA4	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	ERP70|ERP72|ERp-72	Proximity Label-MS	physical	Salokas K (2022)	PUBMED:35384245	9606	9606	High Throughput	0.05	-	Proximity Label-MS was carried out to identify high confidence protein interactors with a BFDR of less than or equal to 0.05 (BFDR score reported)	-	BIOGRID	P07333	A2VDG3	NP_005202|NP_001275634	P13667	-	NP_001358174|NP_001358173|NP_004902	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3510903	1436	57498	107823	121565	-	-	CSF1R	KIDINS220	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	ARMS	Proximity Label-MS	physical	Salokas K (2022)	PUBMED:35384245	9606	9606	High Throughput	0.01	-	Proximity Label-MS was carried out to identify high confidence protein interactors with a BFDR of less than or equal to 0.05 (BFDR score reported)	-	BIOGRID	P07333	A2VDG3	NP_005202|NP_001275634	Q9ULH0	Q7Z322	NP_001335670|NP_065789|NP_001335667|NP_001335658|NP_001335672|NP_001335669|NP_001335668|NP_001335674|NP_001335665|NP_001335664|NP_001335663|NP_001335671|NP_001335661|NP_001335660	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3510904	1436	5295	107823	111313	-	-	CSF1R	PIK3R1	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	AGM7|GRB1|IMD36|p85|p85-ALPHA	Proximity Label-MS	physical	Salokas K (2022)	PUBMED:35384245	9606	9606	High Throughput	0.02	-	Proximity Label-MS was carried out to identify high confidence protein interactors with a BFDR of less than or equal to 0.05 (BFDR score reported)	-	BIOGRID	P07333	A2VDG3	NP_005202|NP_001275634	P27986	-	NP_852665|NP_852664|NP_001229395|NP_852556	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3510905	1436	9372	107823	114773	-	-	CSF1R	ZFYVE9	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	MADHIP|NSP|PPP1R173|SARA|SMADIP	Proximity Label-MS	physical	Salokas K (2022)	PUBMED:35384245	9606	9606	High Throughput	0.0	-	Proximity Label-MS was carried out to identify high confidence protein interactors with a BFDR of less than or equal to 0.05 (BFDR score reported)	-	BIOGRID	P07333	A2VDG3	NP_005202|NP_001275634	O95405	-	NP_015563|NP_004790	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3510906	1436	1362	107823	107754	-	-	CSF1R	CPD	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	GP180	Proximity Label-MS	physical	Salokas K (2022)	PUBMED:35384245	9606	9606	High Throughput	0.01	-	Proximity Label-MS was carried out to identify high confidence protein interactors with a BFDR of less than or equal to 0.05 (BFDR score reported)	-	BIOGRID	P07333	A2VDG3	NP_005202|NP_001275634	O75976	-	NP_001295|NP_001186704	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3510907	1436	26003	107823	117479	-	-	CSF1R	GORASP2	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	GOLPH6|GRASP55|GRS2|p59	Proximity Label-MS	physical	Salokas K (2022)	PUBMED:35384245	9606	9606	High Throughput	0.04	-	Proximity Label-MS was carried out to identify high confidence protein interactors with a BFDR of less than or equal to 0.05 (BFDR score reported)	-	BIOGRID	P07333	A2VDG3	NP_005202|NP_001275634	Q9H8Y8	-	NP_056345|NP_001188357	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3510908	1436	57120	107823	121384	-	-	CSF1R	GOPC	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	CAL|FIG|GOPC1|PIST|dJ94G16.2	Proximity Label-MS	physical	Salokas K (2022)	PUBMED:35384245	9606	9606	High Throughput	0.02	-	Proximity Label-MS was carried out to identify high confidence protein interactors with a BFDR of less than or equal to 0.05 (BFDR score reported)	-	BIOGRID	P07333	A2VDG3	NP_005202|NP_001275634	Q9HD26	-	NP_001017408|NP_065132	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3510909	1436	56704	107823	121191	-	-	CSF1R	JPH1	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	JP-1|JP1	Proximity Label-MS	physical	Salokas K (2022)	PUBMED:35384245	9606	9606	High Throughput	0.01	-	Proximity Label-MS was carried out to identify high confidence protein interactors with a BFDR of less than or equal to 0.05 (BFDR score reported)	-	BIOGRID	P07333	A2VDG3	NP_005202|NP_001275634	Q9HDC5	Q86VR1|Q7Z682	NP_065698|NP_001349979|NP_001349980|NP_001304759	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3510910	1436	808	107823	107259	-	-	CSF1R	CALM3	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	HEL-S-72|PHKD|PHKD3	Proximity Label-MS	physical	Salokas K (2022)	PUBMED:35384245	9606	9606	High Throughput	0.0	-	Proximity Label-MS was carried out to identify high confidence protein interactors with a BFDR of less than or equal to 0.05 (BFDR score reported)	-	BIOGRID	P07333	A2VDG3	NP_005202|NP_001275634	P62158	B4DJ51|Q9BRL5	NP_001316855|NP_001316854|NP_001316853|NP_001316852|NP_001316851|NP_001316850|NP_005175	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3510911	1436	79807	107823	122903	-	-	CSF1R	GSTCD	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	-	Proximity Label-MS	physical	Salokas K (2022)	PUBMED:35384245	9606	9606	High Throughput	0.01	-	Proximity Label-MS was carried out to identify high confidence protein interactors with a BFDR of less than or equal to 0.05 (BFDR score reported)	-	BIOGRID	P07333	A2VDG3	NP_005202|NP_001275634	Q8NEC7	B7Z8J7	NP_001026890|NP_079027	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3510912	1436	9321	107823	114732	-	-	CSF1R	TRIP11	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	ACG1A|CEV14|GMAP-210|TRIP-11|TRIP230	Proximity Label-MS	physical	Salokas K (2022)	PUBMED:35384245	9606	9606	High Throughput	0.01	-	Proximity Label-MS was carried out to identify high confidence protein interactors with a BFDR of less than or equal to 0.05 (BFDR score reported)	-	BIOGRID	P07333	A2VDG3	NP_005202|NP_001275634	Q15643	Q6MZL5	NP_004230|NP_001308780	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3788601	1436	2261	107823	108552	-	-	CSF1R	FGFR3	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	ACH|CD333|CEK2|HSFGFR3EX|JTK4	Co-fractionation	physical	Gonzalez-Lozano MA (2025)	PUBMED:40437099	9606	9606	High Throughput	-	-	Blue-native polyacrylamide gel co-fractionation-MS (BN-MS)|High confidence protein interactions had a PCProphet score > 0.7 in at least two replicates.	-	BIOGRID	P07333	A2VDG3	NP_005202|NP_001275634	P22607	Q0IJ44|X5D2G8	NP_000133|NP_075254|NP_001156685	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3788602	1436	9908	107823	115237	-	-	CSF1R	G3BP2	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	-	Co-fractionation	physical	Gonzalez-Lozano MA (2025)	PUBMED:40437099	9606	9606	High Throughput	-	-	Blue-native polyacrylamide gel co-fractionation-MS (BN-MS)|High confidence protein interactions had a PCProphet score > 0.7 in at least two replicates.	-	BIOGRID	P07333	A2VDG3	NP_005202|NP_001275634	Q9UN86	A0A024RDB2|A0A024RDE5	NP_036429|NP_987101|NP_987100	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3789050	84448	1436	124086	107823	-	-	ABLIM2	CSF1R	-	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	Co-fractionation	physical	Gonzalez-Lozano MA (2025)	PUBMED:40437099	9606	9606	High Throughput	-	-	Blue-native polyacrylamide gel co-fractionation-MS (BN-MS)|High confidence protein interactions had a PCProphet score > 0.7 in at least two replicates.	-	BIOGRID	Q6H8Q1	-	NP_115808|NP_001123560|NP_001273617|NP_001123555|NP_001123556|NP_001123557|NP_001123558|NP_001123559	P07333	A2VDG3	NP_005202|NP_001275634	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3789806	1436	57701	107823	121726	-	FP1193	CSF1R	NCKAP5L	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	KIAA1602	Co-fractionation	physical	Gonzalez-Lozano MA (2025)	PUBMED:40437099	9606	9606	High Throughput	-	-	Blue-native polyacrylamide gel co-fractionation-MS (BN-MS)|High confidence protein interactions had a PCProphet score > 0.7 in at least two replicates.	-	BIOGRID	P07333	A2VDG3	NP_005202|NP_001275634	Q9HCH0	-	NP_001032895	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3789807	1436	81490	107823	123499	-	-	CSF1R	PTDSS2	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	PSS2	Co-fractionation	physical	Gonzalez-Lozano MA (2025)	PUBMED:40437099	9606	9606	High Throughput	-	-	Blue-native polyacrylamide gel co-fractionation-MS (BN-MS)|High confidence protein interactions had a PCProphet score > 0.7 in at least two replicates.	-	BIOGRID	P07333	A2VDG3	NP_005202|NP_001275634	Q9BVG9	A0A024RC97	NP_110410|NP_001316473|NP_001316474|NP_001316477	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3789808	1436	8243	107823	113871	-	RP6-29D12.1	CSF1R	SMC1A	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	CDLS2|DXS423E|SB1.8|SMC1|SMC1L1|SMC1alpha|SMCB	Co-fractionation	physical	Gonzalez-Lozano MA (2025)	PUBMED:40437099	9606	9606	High Throughput	-	-	Blue-native polyacrylamide gel co-fractionation-MS (BN-MS)|High confidence protein interactions had a PCProphet score > 0.7 in at least two replicates.	-	BIOGRID	P07333	A2VDG3	NP_005202|NP_001275634	Q14683	Q68EN4|G8JLG1	NP_001268392|NP_006297	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3878158	11051	1436	116237	107823	-	-	NUDT21	CSF1R	CFIM25|CPSF5	C-FMS|CD115|CSF-1R|CSFR|FIM2|FMS|HDLS|M-CSF-R	Affinity Capture-RNA	physical	Witkowski MT (2022)	PUBMED:36138187	9606	9606	High Throughput	-	-	PureCLIP significant peak signals shown. Peaks are called using PureCLIP with default parameters	-	BIOGRID	O43809	A0A024R6W2	NP_008937	P07333	A2VDG3	NP_005202|NP_001275634	-	-	-	-	-	-	Homo sapiens	Homo sapiens
