#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
315208	948	928	107386	107366	-	GIG2	CD36	CD9	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	BTCC-1|DRAP-27|MIC3|MRP-1|TSPAN-29|TSPAN29	Affinity Capture-Western	physical	Miao WM (2001)	PUBMED:11238109	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	P21926	B4DK09	NP_001317241|NP_001760	-	-	-	-	-	-	Homo sapiens	Homo sapiens
315209	948	3688	107386	109894	-	RP11-479G22.2	CD36	ITGB1	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	CD29|FNRB|GPIIA|MDF2|MSK12|VLA-BETA|VLAB	Affinity Capture-Western	physical	Miao WM (2001)	PUBMED:11238109	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	P05556	-	NP_002202|NP_596867|NP_391988	-	-	-	-	-	-	Homo sapiens	Homo sapiens
315304	2534	948	108810	107386	RP1-66H14.1	-	FYN	CD36	SLK|SYN|p59-FYN	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	Affinity Capture-Western	physical	Bull HA (1994)	PUBMED:7521304	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P06241	-	NP_002028|NP_001357458|NP_694593|NP_694592	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	-	-	-	-	-	-	Homo sapiens	Homo sapiens
690470	55832	948	120937	107386	-	-	CAND1	CD36	TIP120|TIP120A	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	Affinity Capture-MS	physical	Bennett EJ (2010)	PUBMED:21145461	9606	9606	High Throughput	-	-	All data was filtered to a 1% false discovery rate (peptide level) prior to analysis using CompPASS to identify high confidence candidate interacting proteins|TAP-tagged CAND1|exogenous expression of bait	-	BIOGRID	Q86VP6	-	NP_060918|NP_001316604|NP_001316605|NP_001316603	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	BTO:0002181	HEK-293T cell	cell line	-	-	-	Homo sapiens	Homo sapiens
738700	948	351	107386	106848	-	-	CD36	APP	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	Reconstituted Complex	physical	Olah J (2011)	PUBMED:21832049	9606	9606	High Throughput	-	-	-	-	BIOGRID	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	P05067	B4DGD0|E9PG40|B4DJT9	NP_958817|NP_958816|NP_001191230|NP_001191231|NP_001191232|NP_000475|NP_001372182|NP_001129488|NP_001129603|NP_001129601|NP_001129602	-	-	-	-	-	-	Homo sapiens	Homo sapiens
892714	948	8646	107386	114198	-	UNQ217/PRO243	CD36	CHRD	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	-	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	Q9H2X0	E7ESX1	NP_003732	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2229846	948	54677	107386	120098	-	-	CD36	CROT	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	COT	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999585362	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999585362, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	Q9UKG9	-	NP_066974|NP_001137407|NP_001230674	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2232146	948	79669	107386	122794	-	-	CD36	C3orf52	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	TTMP	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.999049623	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.999049623, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	Q5BVD1	-	NP_078892|NP_001165218	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2254141	948	79143	107386	122562	-	XXbac-BCX105G6.4	CD36	MBOAT7	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	BB1|LENG4|LPIAT|LRC4|MBOA7|OACT7|hMBOA-7	Affinity Capture-MS	physical	Huttlin EL (2017)	PUBMED:28514442	9606	9606	High Throughput	0.935964478	-	BioPlex 2.0 HEK 293T cells CompPASS score = 0.935964478, threshold = 0.75. Quantitative scores calculated by CompPASS-Plus (Huttlin et al. Cell, 2015, PMID: 26186194).|See BioPlex Interactome for details (https://bioplex.hms.harvard.edu/index.php).|This data has also been reanalyzed as part of BioPlex 3.0 (PMID: 33961781) and may be re-scored from BioPlex 1.0 (PMID: 26186194). Only scores from within BioPlex 2.0 (PMID: 28514442) should be compared directly.	-	BIOGRID	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	Q96N66	-	NP_001139555|NP_001139554|NP_077274|NP_001139528	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2534297	3667	948	109874	107386	-	-	IRS1	CD36	HIRS-1	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	Affinity Capture-Western	physical	Sun S (2018)	PUBMED:29269414	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P35568	A0A024R499	NP_005535	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2534299	948	3667	107386	109874	-	-	CD36	IRS1	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	HIRS-1	Affinity Capture-Western	physical	Sun S (2018)	PUBMED:29269414	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	P35568	A0A024R499	NP_005535	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2534300	948	2534	107386	108810	-	RP1-66H14.1	CD36	FYN	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	SLK|SYN|p59-FYN	Affinity Capture-Western	physical	Sun S (2018)	PUBMED:29269414	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	P06241	-	NP_002028|NP_001357458|NP_694593|NP_694592	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2600285	948	338	107386	106835	-	-	CD36	APOB	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	FLDB|LDLCQ4	Reconstituted Complex	physical	Jay AG (2015)	PUBMED:25555908	9606	9606	Low Throughput	-	-	hit is a component of oxidized low density lipoprotein	-	BIOGRID	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	P04114	Q59HB3|Q7Z7Q0	NP_000375	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2752938	948	2239	107386	108530	-	RP6-198C21.1	CD36	GPC4	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	K-glypican	Co-localization	physical	Fang Y (2019)	PUBMED:31484922	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	O75487	-	NP_001439	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2752939	948	2239	107386	108530	-	RP6-198C21.1	CD36	GPC4	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	K-glypican	Affinity Capture-Western	physical	Fang Y (2019)	PUBMED:31484922	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	O75487	-	NP_001439	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2752940	2239	948	108530	107386	RP6-198C21.1	-	GPC4	CD36	K-glypican	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	Affinity Capture-Western	physical	Fang Y (2019)	PUBMED:31484922	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O75487	-	NP_001439	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2976966	948	9100	107386	114554	-	-	CD36	USP10	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	UBPO	Affinity Capture-Western	physical	Xia X (2020)	PUBMED:33197885	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	Q14694	-	NP_005144|NP_001259004	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2976967	9100	948	114554	107386	-	-	USP10	CD36	UBPO	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	Affinity Capture-Western	physical	Xia X (2020)	PUBMED:33197885	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q14694	-	NP_005144|NP_001259004	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3047124	948	79669	107386	122794	-	-	CD36	C3orf52	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	TTMP	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999322467	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999322467, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	Q5BVD1	-	NP_078892|NP_001165218	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3055867	948	54677	107386	120098	-	-	CD36	CROT	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	COT	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.992426311	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.992426311, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	Q9UKG9	-	NP_066974|NP_001137407|NP_001230674	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3057789	948	79143	107386	122562	-	XXbac-BCX105G6.4	CD36	MBOAT7	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	BB1|LENG4|LPIAT|LRC4|MBOA7|OACT7|hMBOA-7	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.860996576	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.860996576, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	Q96N66	-	NP_001139555|NP_001139554|NP_077274|NP_001139528	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3675847	4062	948	110240	107386	-	-	LY6H	CD36	NMLY6	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	Reconstituted Complex	physical	Siepe DH (2022)	PUBMED:36178190	9606	9606	High Throughput	-	-	CRISPR interaction screen|CRISPR screen|interaction confirmed by SRP or cell binding|interaction identified in a CRISPRa/magnetic cell sorting screen	-	BIOGRID	O94772	-	NP_001123950|NP_002338|NP_001129127	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3675848	51299	948	119450	107386	-	-	NRN1	CD36	NRN|dJ380B8.2	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	Reconstituted Complex	physical	Siepe DH (2022)	PUBMED:36178190	9606	9606	High Throughput	-	-	CRISPR interaction screen|CRISPR screen|interaction confirmed by SRP or cell binding|interaction identified in a CRISPRa/magnetic cell sorting screen	-	BIOGRID	Q9NPD7	A0A087WWT2	NP_001265639|NP_057672|NP_001265640	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3675849	11341	948	116469	107386	UNQ390/PRO725	-	SCRG1	CD36	SCRG-1	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	Reconstituted Complex	physical	Siepe DH (2022)	PUBMED:36178190	9606	9606	High Throughput	-	-	CRISPR interaction screen|CRISPR screen|interaction confirmed by SRP or cell binding|interaction identified in a CRISPRa/magnetic cell sorting screen	-	BIOGRID	O75711	Q6FGG5	NP_009212	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3675850	402117	948	135334	107386	-	-	VWC2L	CD36	-	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	Reconstituted Complex	physical	Siepe DH (2022)	PUBMED:36178190	9606	9606	High Throughput	-	-	CRISPR interaction screen|CRISPR screen|interaction confirmed by SRP or cell binding|interaction identified in a CRISPRa/magnetic cell sorting screen	-	BIOGRID	B2RUY7	-	NP_001073969	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3706520	948	29979	107386	119007	-	-	CD36	UBQLN1	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	DA41|DSK2|PLIC-1|UBQN|XDRP1	Affinity Capture-Western	physical	Li Y (2023)	PUBMED:37014234	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	Q9UMX0	A0A024R258|A0A024R284	NP_444295|NP_038466	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3706521	948	8673	107386	114221	-	-	CD36	VAMP8	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	EDB|VAMP-8	Affinity Capture-Western	physical	Li Y (2023)	PUBMED:37014234	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	Q9BV40	-	NP_003752	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3706522	948	9342	107386	114748	-	-	CD36	SNAP29	BDPLT10|CHDS7|FAT|GP3B|GP4|GPIV|PASIV|SCARB3	CEDNIK|SNAP-29	Affinity Capture-Western	physical	Li Y (2023)	PUBMED:37014234	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P16671	B7Z6C3|E9PLT1|A4D1B1	NP_001276838|NP_001001548|NP_000063|NP_001120915|NP_001120916|NP_001276840|NP_001001547|NP_001276837	O95721	-	NP_004773	-	-	-	-	-	-	Homo sapiens	Homo sapiens
