#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
3049071	2205	2081	108499	108391	RP11-550P17.3	-	FCER1A	ERN1	FCE1A|FcERI	IRE1|IRE1P|IRE1a|hIRE1p	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.991839561	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.991839561, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	O75460	-	NP_001424	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3059036	2205	79831	108499	122923	RP11-550P17.3	-	FCER1A	KDM8	FCE1A|FcERI	JMJD5	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999999206	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999999206, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	Q8N371	-	NP_001138820|NP_079049	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3059802	2205	55300	108499	120587	RP11-550P17.3	-	FCER1A	PI4K2B	FCE1A|FcERI	PI4KIIB|PIK42B	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.888671756	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.888671756, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	Q8TCG2	G5E9Z4	NP_060793	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3061167	2205	79607	108499	122742	RP11-550P17.3	-	FCER1A	FAM118B	FCE1A|FcERI	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.786071815	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.786071815, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	Q9BPY3	A0A024R3L8|J3KP39	NP_001317375|NP_078832	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3082534	2205	57221	108499	121457	RP11-550P17.3	RP1-171N11.1	FCER1A	KIAA1244	FCE1A|FcERI	A7322|ARFGEF3|BIG3|C6orf92|PPP1R33|dJ171N11.1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.991786598	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.991786598, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	Q5TH69	C5NM88|B5MDV5	NP_065073	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3089535	2205	6714	108499	112592	RP11-550P17.3	RP5-823N20.1	FCER1A	SRC	FCE1A|FcERI	ASV|SRC1|c-SRC|p60-Src	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.923484912	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.923484912, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	P12931	-	NP_938033|NP_005408	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3092843	2205	4238	108499	110396	RP11-550P17.3	-	FCER1A	MFAP3	FCE1A|FcERI	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.964010766	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.964010766, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	P55082	-	NP_005918|NP_001229265|NP_001128509	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3093941	2205	79971	108499	123038	RP11-550P17.3	RP11-518D3.2	FCER1A	WLS	FCE1A|FcERI	C1orf139|EVI|GPR177|MRP|mig-14	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.923586074	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.923586074, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	Q5T9L3	-	NP_079187|NP_001180263|NP_001002292	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3100193	2205	51011	108499	119218	RP11-550P17.3	CGI-105	FCER1A	FAHD2A	FCE1A|FcERI	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.985551243	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.985551243, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	Q96GK7	A0A024RE27	NP_057128	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3107261	2205	10228	108499	115522	RP11-550P17.3	-	FCER1A	STX6	FCE1A|FcERI	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.982697273	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.982697273, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	O43752	-	NP_005810|NP_001273139	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3122243	2205	540	108499	107022	RP11-550P17.3	RP11-327P2.1	FCER1A	ATP7B	FCE1A|FcERI	PWD|WC1|WD|WND	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.94005475	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.94005475, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	P35670	E7ET55|A0A024RDX3|B7ZLR4	NP_000044|NP_001317507|NP_001230111|NP_001317508|NP_001005918	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3131161	2205	285521	108499	130132	RP11-550P17.3	-	FCER1A	COX18	FCE1A|FcERI	COX18HS	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.879435915	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.879435915, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	Q8N8Q8	B7ZL88	NP_001284661|NP_001284662|NP_001287658|NP_776188	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3134447	2205	23171	108499	116783	RP11-550P17.3	-	FCER1A	GPD1L	FCE1A|FcERI	GPD1-L	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.863167667	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.863167667, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	Q8N335	-	NP_055956	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3142816	2205	80762	108499	123296	RP11-550P17.3	PSEC0192	FCER1A	NDFIP1	FCE1A|FcERI	N4WBP5	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.965375095	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.965375095, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	Q9BT67	-	NP_085048	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3146665	2205	6337	108499	112241	RP11-550P17.3	-	FCER1A	SCNN1A	FCE1A|FcERI	BESC2|ENaCa|ENaCalpha|SCNEA|SCNN1	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.98612864	-	BioPlex HCT HCT116 cells CompPASS score = 0.98612864, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	P37088	-	NP_001029|NP_001153048|NP_001153047	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3153211	2205	5313	108499	111330	RP11-550P17.3	-	FCER1A	PKLR	FCE1A|FcERI	PK1|PKL|PKR|PKRL|RPK	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.95698948	-	BioPlex HCT HCT116 cells CompPASS score = 0.95698948, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	P30613	-	NP_870986|NP_000289	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3160192	2205	51119	108499	119307	RP11-550P17.3	CGI-97	FCER1A	SBDS	FCE1A|FcERI	SDS|SWDS	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.845021757	-	BioPlex HCT HCT116 cells CompPASS score = 0.845021757, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	Q9Y3A5	-	NP_057122	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3167272	2205	399909	108499	134447	RP11-550P17.3	-	FCER1A	PCNXL3	FCE1A|FcERI	-	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.996681654	-	BioPlex HCT HCT116 cells CompPASS score = 0.996681654, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	Q9H6A9	-	NP_115599	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3168484	2205	23141	108499	116758	RP11-550P17.3	-	FCER1A	ANKLE2	FCE1A|FcERI	KIAA0692|LEMD7|Lem4	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.983853861	-	BioPlex HCT HCT116 cells CompPASS score = 0.983853861, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	Q86XL3	-	NP_055929	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3170129	2205	493869	108499	138926	RP11-550P17.3	UNQ847/PRO1785	FCER1A	GPX8	FCE1A|FcERI	EPLA847|GPx-8|GSHPx-8|UNQ847	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.804913372	-	BioPlex HCT HCT116 cells CompPASS score = 0.804913372, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	P12319	-	NP_001992	Q8TED1	-	NP_001293130|NP_001008398|NP_001293127|NP_001293126	-	-	-	-	-	-	Homo sapiens	Homo sapiens
