#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2691635	83639	3684	123703	109890	UNQ867/PRO1884	-	TEX101	ITGAM	CT131|GTPR867|NYD-SP8|PRO1884|SGRG|SPATA44|TES101RP	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Affinity Capture-MS	physical	Schiza C (2018)	PUBMED:30097533	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q9BY14	A0A024R0T7	NP_001123483|NP_113639	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2701071	51006	3684	119214	109890	RP11-394O2.1	-	SLC35C2	ITGAM	BA394O2.1|C20orf5|CGI-15|OVCOV1	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9NQQ7	B7Z6R4	NP_001268387|NP_001268386|NP_775096|NP_057029|NP_001268389|NP_001268388|NP_775271	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2701985	363	3684	106859	109890	-	-	AQP6	ITGAM	AQP2L|KID	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q13520	-	NP_001643	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2703173	79603	3684	122740	109890	-	-	CERS4	ITGAM	LASS4|Trh1	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9HA82	Q53HF9	NP_078828	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2708641	27121	3684	118012	109890	-	-	DKK4	ITGAM	DKK-4	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9UBT3	-	NP_055235	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2709652	973	3684	107411	109890	-	-	CD79A	ITGAM	IGA|MB-1	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	P11912	-	NP_067612|NP_001774	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2717463	6785	3684	112661	109890	-	-	ELOVL4	ITGAM	ADMD|CT118|ISQMR|SCA34|STGD2|STGD3	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9GZR5	-	NP_073563	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2718116	92344	3684	124937	109890	-	-	GORAB	ITGAM	GO|NTKLBP1|SCYL1BP1	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q5T7V8	B3KQ87	NP_001139511|NP_689494	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2718640	2703	3684	108970	109890	-	-	GJA8	ITGAM	CAE|CAE1|CTRCT1|CX50|CZP1|MP70	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	P48165	X5D7G1	NP_005258	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2720645	51614	3684	119638	109890	RP3-477O4.1	-	ERGIC3	ITGAM	C20orf47|CGI-54|Erv46|NY-BR-84|PRO0989|SDBCAG84|dJ477O4.2	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9Y282	A2TJK5	NP_938408|NP_057050	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2720828	2866	3684	109124	109890	-	-	GPR42	ITGAM	FFAR1L|FFAR3L|GPR41L|GPR42P	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	-	-	-	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2723487	51308	3684	119459	109890	-	-	REEP2	ITGAM	C5orf19|SGC32445|SPG72	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9BRK0	A8K3D2	NP_001258732|NP_057690	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2725911	81853	3684	123603	109890	RP3-417M14.1	-	TMEM14B	ITGAM	-	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9NUH8	A0A024QZV7|C9JQS0|A0A087WU83|C9JCY4	NP_001273418|NP_112231|NP_001121183|NP_001273413|NP_001273417	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2727715	64755	3684	122269	109890	-	-	C16orf58	ITGAM	RUS	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q96GQ5	A0A024QZE6	NP_073581	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2728714	4259	3684	110415	109890	RP11-466F5.1	-	MGST3	ITGAM	GST-III	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	O14880	Q5VV89|A0A024R8Z1	NP_004519	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2729138	127833	3684	126085	109890	-	-	SYT2	ITGAM	MYSPC|SytII	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q8N9I0	A0A024R9B3	NP_796376|NP_001129976	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2729505	345274	3684	131345	109890	-	-	SLC10A6	ITGAM	SOAT	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q3KNW5	-	NP_932069	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2733111	3763	3684	109965	109890	-	-	KCNJ6	ITGAM	BIR1|GIRK-2|GIRK2|KATP-2|KATP2|KCNJ7|KIR3.2|hiGIRK2	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	P48051	-	NP_002231	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2733179	90993	3684	124786	109890	PSEC0238	-	CREB3L1	ITGAM	OASIS	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q96BA8	B2RA75	NP_443086	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2734523	147872	3684	127094	109890	-	-	CCDC155	ITGAM	KASH5	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q8N6L0	-	NP_653289	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2735607	7401	3684	113244	109890	-	-	CLRN1	ITGAM	RP61|USH3|USH3A	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	P58418	-	NP_001182723|NP_443721|NP_001243748|NP_777367	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2735799	10424	3684	115693	109890	-	-	PGRMC2	ITGAM	DG6|PMBP	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	O15173	-	NP_006311	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2736771	120939	3684	125702	109890	UNQ5927/PRO19821	-	TMEM52B	ITGAM	C12orf59	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q4KMG9	-	NP_001073283|NP_694567	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2737060	55800	3684	120912	109890	-	-	SCN3B	ITGAM	ATFB16|BRGDA7|HSA243396|SCNB3	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9NY72	A0A024R3H7	NP_001035241|NP_060870	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2738343	80346	3684	123253	109890	PP432	-	REEP4	ITGAM	C8orf20	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q9H6H4	-	NP_001303893|NP_079508|NP_001303894	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2738678	200894	3684	128353	109890	-	-	ARL13B	ITGAM	ARL2L1|JBTS8	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q3SXY8	-	NP_878899|NP_659433|NP_001167622|NP_001308257|NP_001167621	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2738741	93380	3684	125021	109890	RP11-274K13.3	-	MMGT1	ITGAM	EMC5|TMEM32	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	Q8N4V1	-	NP_001316929|NP_775741	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2738810	2705	3684	108971	109890	-	-	GJB1	ITGAM	CMTX|CMTX1|CX32	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	P08034	-	NP_000157|NP_001091111	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2738953	3684	345275	109890	131346	-	HMFN0376	ITGAM	HSD17B13	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	NIIL497|SCDR9|SDR16C3	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	P11215	-	NP_000623|NP_001139280	Q7Z5P4	-	NP_835236|NP_001129702	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2738954	3684	203562	109890	128478	-	RP5-1055C14.8	ITGAM	TMEM31	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	-	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	P11215	-	NP_000623|NP_001139280	Q5JXX7	-	NP_872347	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2738955	3684	4582	109890	110669	-	RP11-263K19.2	ITGAM	MUC1	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	ADMCKD|ADMCKD1|CA 15-3|CD227|EMA|H23AG|KL-6|MAM6|MCD|MCKD|MCKD1|MUC-1|MUC-1/SEC|MUC-1/X|MUC1/ZD|PEM|PEMT|PUM	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	P11215	-	NP_000623|NP_001139280	P15941	A0A087X2A4|A5YRV0|A0A087X0L2|Q7Z538|A5YRU5|B6ECB3|A6ZID6|A6ZIE6|A6ZID7|A5YRU7|A6ZIE4|Q7Z551|A5YRV2	NP_001191216|NP_001191217|NP_001191214|NP_001191215|NP_002447|NP_001191223|NP_001191222|NP_001191221|NP_001191220|NP_001191224|NP_001191226|NP_001191225|NP_001191219|NP_001191218|NP_001037858|NP_001037857|NP_001037856|NP_001037855|NP_001018017|NP_001018016|NP_001358649	-	-	-	-	-	-	Homo sapiens	Homo sapiens
