#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2738956	3684	51227	109890	119391	-	NPD010	ITGAM	PIGP	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	DCRC|DCRC-S|DSCR5|DSRC	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	P11215	-	NP_000623|NP_001139280	P57054	-	NP_710149|NP_710148	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2738957	3684	161145	109890	127773	-	-	ITGAM	TMEM229B	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	C14orf83	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	P11215	-	NP_000623|NP_001139280	Q8NBD8	A0A024R699	NP_872332	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2738958	3684	7920	109890	113650	-	DAQB-195H10.5	ITGAM	ABHD16A	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	BAT5|D6S82E|NG26|PP199	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	P11215	-	NP_000623|NP_001139280	O95870	B3KNX9	NP_001170986|NP_066983	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2738959	3684	51075	109890	119266	-	CGI-31	ITGAM	TMX2	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	PDIA12|PIG26|TXNDC14	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	P11215	-	NP_000623|NP_001139280	Q9Y320	-	NP_057043|NP_001137484|NP_001334819|NP_001334822|NP_001334823|NP_001334820|NP_001334821|NP_001334827|NP_001334824|NP_001334825	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2738960	3684	3804	109890	110005	-	CU464054.1	ITGAM	KIR2DL3	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	CD158B2|CD158b|GL183|KIR-023GB|KIR-K7b|KIR-K7c|KIR2DS5|KIRCL23|NKAT|NKAT2|NKAT2A|NKAT2B|p58	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	P11215	-	NP_000623|NP_001139280	P43631|P43628	K7R1S5|E3NZD8	NP_056952	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2738961	3684	79922	109890	122999	-	-	ITGAM	MRM1	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	-	Two-hybrid	physical	Luck K (2020)	PUBMED:32296183	9606	9606	High Throughput	-	-	This human reference interactome (HuRI) was generated by performing nine two-hybrid screens with the high confidence interactions determined by pairwise verification by quadruplicate retesting and sequence confirmation. This HI-III-20 dataset contains over 52,000 PPIs involving more than 8,000 proteins.	-	BIOGRID	P11215	-	NP_000623|NP_001139280	Q6IN84	-	NP_079140	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2756875	374354	3684	131892	109890	-	-	NHLRC2	ITGAM	-	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Proximity Label-MS	physical	Haney MS (2018)	PUBMED:30397336	9606	9606	High Throughput	-	-	BioID|SAINT score thresold >/= 8	-	BIOGRID	Q8NBF2	Q7Z658	NP_940916	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2907135	3684	718	109890	107179	-	-	ITGAM	C3	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	AHUS5|ARMD9|ASP|C3a|C3b|CPAMD1|HEL-S-62p	Affinity Capture-Western	physical	Zabel M (2013)	PUBMED:23134465	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P11215	-	NP_000623|NP_001139280	P01024	V9HWA9	NP_000055	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2907136	3684	348	109890	106845	-	-	ITGAM	APOE	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	AD2|APO-E|LDLCQ5|LPG	Affinity Capture-Western	physical	Zabel M (2013)	PUBMED:23134465	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P11215	-	NP_000623|NP_001139280	P02649	-	NP_000032|NP_001289618|NP_001289619|NP_001289617|NP_001289620	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2907137	3684	351	109890	106848	-	-	ITGAM	APP	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	Affinity Capture-Western	physical	Zabel M (2013)	PUBMED:23134465	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P11215	-	NP_000623|NP_001139280	P05067	B4DGD0|E9PG40|B4DJT9	NP_958817|NP_958816|NP_001191230|NP_001191231|NP_001191232|NP_000475|NP_001372182|NP_001129488|NP_001129603|NP_001129601|NP_001129602	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2907138	718	3684	107179	109890	-	-	C3	ITGAM	AHUS5|ARMD9|ASP|C3a|C3b|CPAMD1|HEL-S-62p	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Affinity Capture-Western	physical	Zabel M (2013)	PUBMED:23134465	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P01024	V9HWA9	NP_000055	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2907139	348	3684	106845	109890	-	-	APOE	ITGAM	AD2|APO-E|LDLCQ5|LPG	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Affinity Capture-Western	physical	Zabel M (2013)	PUBMED:23134465	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P02649	-	NP_000032|NP_001289618|NP_001289619|NP_001289617|NP_001289620	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2907140	351	3684	106848	109890	-	-	APP	ITGAM	AAA|ABETA|ABPP|AD1|APPI|CTFgamma|CVAP|PN-II|PN2	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Affinity Capture-Western	physical	Zabel M (2013)	PUBMED:23134465	9606	9606	Low Throughput	-	-	-	-	BIOGRID	P05067	B4DGD0|E9PG40|B4DJT9	NP_958817|NP_958816|NP_001191230|NP_001191231|NP_001191232|NP_000475|NP_001372182|NP_001129488|NP_001129603|NP_001129601|NP_001129602	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2954837	23586	3684	117121	109890	RP11-334P12.2	-	DDX58	ITGAM	RIG-I|RIGI|RLR-1	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Affinity Capture-RNA	physical	Wu SF (2020)	PUBMED:32513696	9606	9606	High Throughput	-	-	-	-	BIOGRID	O95786	-	NP_001372842|NP_001372843|NP_001372841|NP_001372836|NP_055129|NP_001372839|NP_001372838	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3050508	94235	3684	125148	109890	-	-	GNG8	ITGAM	-	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999999856	-	BioPlex 3.0 HEK 293T cells CompPASS score = 0.999999856, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HEK293T.|This data may be re-scored from BioPlex 1.0 (PMID: 26186194) and BioPlex 2.0 (PMID: 28514442). Only scores from within the same cell line in BioPlex 3.0 (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q9UK08	-	NP_150283	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3164991	5655	3684	111636	109890	-	-	KLK10	ITGAM	NES1|PRSSL1	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999999967	-	BioPlex HCT HCT116 cells CompPASS score = 0.999999967, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	O43240	-	NP_002767|NP_665895|NP_001070968	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3179143	84236	3684	123968	109890	HSD50	-	RHBDD1	ITGAM	RRP4	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.999999802	-	BioPlex HCT HCT116 cells CompPASS score = 0.999999802, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q8TEB9	A0A024R455	NP_001161080|NP_115652	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3181545	10554	3684	115805	109890	DAAP-218M18.8	-	AGPAT1	ITGAM	1-AGPAT1|G15|LPAAT-alpha|LPAATA	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Affinity Capture-MS	physical	Huttlin EL (2021)	PUBMED:33961781	9606	9606	High Throughput	0.996201763	-	BioPlex HCT HCT116 cells CompPASS score = 0.996201763, threshold = 0.75. Quantitative scores are calculated by CompPASS-Plus (Huttlin et al. Cell 2015, PMID: 26186194). The 0.75 threshold represents the top 2% of scores in HCT116.|Only scores from within the same cell line in BioPlex HCT (PMID: 33961781) should be compared directly. For comparison of HEK293T and HCT116 interaction networks with relaxed threshold = 0.1, see BioPlex Interactome (https://bioplex.hms.harvard.edu/index.php).	-	BIOGRID	Q99943	A0A024RCV5	NP_116130|NP_006402|NP_001358368|NP_001358367|NP_001358366	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3465791	5071	3684	111105	109890	KB-152G3.1	-	PARK2	ITGAM	AR-JP|LPRS2|PDJ|PRKN	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Affinity Capture-MS	physical	Sun X (2022)	PUBMED:35256949	9606	9606	High Throughput	-	-	Affinity capture MS was carried out to identify high confidence protein-protein interactors of PARK2 under SAHA treatment.	-	BIOGRID	O60260	X5DR79	NP_054643|NP_054642|NP_004553	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3479698	3303	3684	109535	109890	DAQB-147D11.1	-	HSPA1A	ITGAM	HEL-S-103|HSP70-1|HSP70-1A|HSP70I|HSP72|HSPA1	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Affinity Capture-MS	physical	Ryu SW (2020)	PUBMED:32687490	9606	9606	High Throughput	-	-	Affinity capture MS was carried out to identify high confidence protein interactors in the presence of a misfolded protein	-	BIOGRID	P08107	A8K5I0|B3KTT5	NP_005336	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3655566	493869	3684	138926	109890	UNQ847/PRO1785	-	GPX8	ITGAM	EPLA847|GPx-8|GSHPx-8|UNQ847	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Two-hybrid	physical	Wang XW (2023)	PUBMED:36949045	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q8TED1	-	NP_001293130|NP_001008398|NP_001293127|NP_001293126	P11215	-	NP_000623|NP_001139280	-	-	-	-	-	-	Homo sapiens	Homo sapiens
3798970	43740578	3684	4383852	109890	GU280_gp01_nsp3	-	nsp3	ITGAM	ORF1ab|ORF1ab-nsp3|SARS-CoV2 nsp3|SARS-CoV-2 nsp3|R1AB_SARS2|PRO_0000449621	CD11B|CR3A|MAC-1|MAC1A|MO1A|SLEB6	Affinity Capture-MS	physical	Broderick K (2025)	PUBMED:40593736	2697049	9606	High Throughput	-	-	RF score threshold > 0.8	-	BIOGRID	P0DTD1	-	YP_009725299	P11215	-	NP_000623|NP_001139280	BTO:0000195	CACO-2 cell	phenotype	BTO:0000648	intestine	-	Severe acute respiratory syndrome coronavirus 2	Homo sapiens
